"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 21 18:39:37 GMT 2024","Fri Jun 21 18:39:51 GMT 2024","13617","","WeatherShopper challenge","","","","should buy moisturizers if temperature is below 19 or sunscreens if above 34 degrees",""
"passed","Fri Jun 21 18:39:37 GMT 2024","Fri Jun 21 18:39:37 GMT 2024","546","","WeatherShopper challenge","","","","""before all"" hook",""
