"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 01 23:40:10 GMT 2024","Fri Mar 01 23:40:11 GMT 2024","582","","WeatherShopper challenge","","","","""before all"" hook",""
"passed","Fri Mar 01 23:40:11 GMT 2024","Fri Mar 01 23:40:25 GMT 2024","13977","","WeatherShopper challenge","","","","should buy moisturizers if temperature is below 19 or sunscreens if above 34 degrees",""
